InspectionID,VendorType,ViolationType,FineImposed,Date,Risk_level
INSP10981,Restaurant,Expired Product,1622,2024-05-24,High Risk
INSP10982,Retail,Poor Hygiene,5351,2025-02-06,Medium Risk
INSP10983,Restaurant,Expired Product,8832,2024-07-15,High Risk
INSP10984,Retail,Poor Hygiene,6147,2025-05-16,Medium Risk
INSP10985,Street Vendor,Poor Hygiene,3290,2025-09-07,Medium Risk
INSP10986,Restaurant,No License,5712,2024-12-04,High Risk
INSP10987,Street Vendor,Expired Product,8852,2024-08-17,High Risk
INSP10988,Retail,No License,2121,2025-02-26,High Risk
INSP10989,Street Vendor,Expired Product,3585,2024-10-23,High Risk
INSP10990,Restaurant,Expired Product,2575,2025-03-31,High Risk
INSP10991,Street Vendor,Expired Product,6055,2025-02-04,High Risk
INSP10992,Restaurant,Poor Hygiene,3111,2025-08-06,Medium Risk
INSP10993,Restaurant,Poor Hygiene,5269,2024-04-24,Medium Risk
INSP10994,Street Vendor,No License,5436,2024-04-25,High Risk
INSP10995,Restaurant,Poor Hygiene,5828,2025-01-21,Medium Risk
INSP10996,Street Vendor,Expired Product,8228,2024-07-29,High Risk
INSP10997,Retail,No License,7810,2025-01-12,High Risk
INSP10998,Retail,Poor Hygiene,2407,2025-02-03,Medium Risk
INSP10999,Retail,Expired Product,8880,2025-10-30,High Risk
INSP11000,Street Vendor,Expired Product,9422,2024-10-09,High Risk
INSP11001,Restaurant,Expired Product,6156,2025-06-07,High Risk
INSP11002,Street Vendor,Expired Product,1363,2024-05-18,High Risk
INSP11003,Street Vendor,No License,7968,2024-08-13,High Risk
INSP11004,Restaurant,Expired Product,3674,2024-06-01,High Risk
INSP11005,Retail,Expired Product,4927,2024-10-24,High Risk
INSP11006,Restaurant,Poor Hygiene,9269,2024-01-12,Medium Risk
INSP11007,Retail,No License,7236,2025-10-03,High Risk
INSP11008,Retail,Poor Hygiene,3135,2025-05-16,Medium Risk
INSP11009,Street Vendor,No License,1410,2024-01-30,High Risk
INSP11010,Retail,No License,3812,2024-12-06,High Risk
INSP11011,Restaurant,Expired Product,622,2024-09-29,High Risk
INSP11012,Street Vendor,Poor Hygiene,6093,2024-04-12,Medium Risk
INSP11013,Restaurant,No License,9641,2024-07-11,High Risk
INSP11014,Restaurant,Poor Hygiene,1481,2025-03-02,Medium Risk
INSP11015,Restaurant,No License,9602,2025-08-07,High Risk
INSP11016,Street Vendor,No License,1451,2024-08-22,High Risk
INSP11017,Retail,No License,5439,2025-05-04,High Risk
INSP11018,Retail,No License,1295,2025-09-14,High Risk
INSP11019,Restaurant,Expired Product,9717,2025-11-06,High Risk
INSP11020,Street Vendor,Expired Product,1454,2024-11-09,High Risk
INSP11021,Street Vendor,No License,5078,2025-01-06,High Risk
INSP11022,Street Vendor,Expired Product,3960,2025-07-14,High Risk
INSP11023,Retail,Expired Product,2333,2024-08-24,High Risk
INSP11024,Retail,Poor Hygiene,3938,2025-11-08,Medium Risk
INSP11025,Street Vendor,Poor Hygiene,3424,2025-11-13,Medium Risk
INSP11026,Restaurant,No License,5869,2024-04-25,High Risk
INSP11027,Retail,Poor Hygiene,595,2025-08-30,Medium Risk
INSP11028,Street Vendor,Expired Product,3874,2024-01-10,High Risk
INSP11029,Restaurant,No License,1505,2024-11-07,High Risk
INSP11030,Retail,Expired Product,9352,2025-08-19,High Risk
INSP11031,Street Vendor,Poor Hygiene,1549,2025-12-17,Medium Risk
INSP11032,Restaurant,Expired Product,5817,2024-09-26,High Risk
INSP11033,Restaurant,No License,7957,2025-08-19,High Risk
INSP11034,Retail,Expired Product,1720,2025-02-03,High Risk
INSP11035,Street Vendor,Expired Product,8679,2024-02-01,High Risk
INSP11036,Street Vendor,Poor Hygiene,5218,2024-05-17,Medium Risk
INSP11037,Street Vendor,Poor Hygiene,1455,2024-12-25,Medium Risk
INSP11038,Street Vendor,Poor Hygiene,1472,2025-06-10,Medium Risk
INSP11039,Retail,No License,3244,2024-04-13,High Risk
INSP11040,Street Vendor,Poor Hygiene,9038,2025-12-10,Medium Risk
INSP11041,Restaurant,Expired Product,2681,2024-06-30,High Risk
INSP11042,Retail,Poor Hygiene,5719,2024-08-09,Medium Risk
INSP11043,Retail,Expired Product,2385,2025-04-17,High Risk
INSP11044,Street Vendor,No License,5226,2024-11-12,High Risk
INSP11045,Restaurant,No License,7451,2025-04-29,High Risk
INSP11046,Retail,Expired Product,9872,2025-04-11,High Risk
INSP11047,Restaurant,No License,5271,2024-03-12,High Risk
INSP11048,Retail,No License,5267,2025-03-17,High Risk
INSP11049,Restaurant,Poor Hygiene,5382,2024-08-12,Medium Risk
INSP11050,Retail,Expired Product,5813,2024-04-09,High Risk
INSP11051,Street Vendor,Expired Product,9433,2024-04-25,High Risk
INSP11052,Retail,Expired Product,5161,2024-01-14,High Risk
INSP11053,Restaurant,Poor Hygiene,7312,2024-06-16,Medium Risk
INSP11054,Restaurant,No License,5324,2024-01-28,High Risk
INSP11055,Retail,Poor Hygiene,4748,2024-11-14,Medium Risk
INSP11056,Street Vendor,Expired Product,6861,2025-10-08,High Risk
INSP11057,Restaurant,Expired Product,8071,2025-02-14,High Risk
INSP11058,Restaurant,No License,7400,2024-05-17,High Risk
INSP11059,Retail,No License,9778,2025-09-29,High Risk
INSP11060,Restaurant,Poor Hygiene,9061,2024-07-03,Medium Risk
INSP11061,Street Vendor,Poor Hygiene,5057,2025-11-27,Medium Risk
INSP11062,Retail,No License,7262,2024-03-09,High Risk
INSP11063,Retail,No License,7848,2024-01-29,High Risk
INSP11064,Retail,Expired Product,7697,2025-10-29,High Risk
INSP11065,Street Vendor,No License,9200,2025-09-10,High Risk
INSP11066,Street Vendor,Expired Product,1116,2025-09-11,High Risk
INSP11067,Restaurant,No License,4648,2025-01-26,High Risk
INSP11068,Street Vendor,Expired Product,3770,2024-02-07,High Risk
INSP11069,Retail,No License,4661,2025-05-05,High Risk
INSP11070,Street Vendor,Expired Product,7125,2024-04-02,High Risk
INSP11071,Retail,Poor Hygiene,1733,2025-03-02,Medium Risk
INSP11072,Street Vendor,Expired Product,6999,2024-05-11,High Risk
INSP11073,Restaurant,Expired Product,8730,2025-09-27,High Risk
INSP11074,Restaurant,No License,7993,2024-09-27,High Risk
INSP11075,Retail,Poor Hygiene,6601,2024-10-15,Medium Risk
INSP11076,Street Vendor,Expired Product,3456,2025-01-28,High Risk
INSP11077,Street Vendor,Expired Product,3216,2025-04-02,High Risk
INSP11078,Restaurant,Expired Product,3794,2025-12-10,High Risk
INSP11079,Restaurant,No License,2750,2024-12-03,High Risk
INSP11080,Restaurant,Expired Product,2975,2025-12-11,High Risk
INSP11081,Restaurant,Poor Hygiene,616,2024-03-09,Medium Risk
INSP11082,Street Vendor,Poor Hygiene,9264,2024-04-01,Medium Risk
INSP11083,Street Vendor,No License,9786,2025-04-18,High Risk
INSP11084,Restaurant,No License,8122,2025-10-03,High Risk
INSP11085,Street Vendor,Expired Product,7386,2024-06-24,High Risk
INSP11086,Street Vendor,No License,2644,2024-08-27,High Risk
INSP11087,Restaurant,Poor Hygiene,1880,2024-11-04,Medium Risk
INSP11088,Retail,No License,7368,2025-03-16,High Risk
INSP11089,Restaurant,Poor Hygiene,6790,2025-12-19,Medium Risk
INSP11090,Street Vendor,Expired Product,5143,2025-08-07,High Risk
INSP11091,Restaurant,Poor Hygiene,3907,2025-02-18,Medium Risk
INSP11092,Street Vendor,Expired Product,8842,2024-03-22,High Risk
INSP11093,Street Vendor,Expired Product,2966,2024-03-18,High Risk
INSP11094,Street Vendor,Expired Product,1994,2025-05-11,High Risk
INSP11095,Restaurant,No License,659,2024-03-19,High Risk
INSP11096,Retail,Poor Hygiene,7320,2025-09-25,Medium Risk
INSP11097,Retail,Poor Hygiene,7331,2024-09-30,Medium Risk
INSP11098,Retail,Expired Product,9680,2024-12-29,High Risk
INSP11099,Restaurant,Poor Hygiene,1146,2025-06-13,Medium Risk
INSP11100,Retail,Expired Product,9319,2024-10-03,High Risk
INSP11101,Street Vendor,Poor Hygiene,2878,2024-01-06,Medium Risk
INSP11102,Restaurant,No License,6925,2024-05-15,High Risk
INSP11103,Street Vendor,Poor Hygiene,7114,2025-07-23,Medium Risk
INSP11104,Street Vendor,No License,7474,2024-11-29,High Risk
INSP11105,Street Vendor,Expired Product,8094,2025-03-16,High Risk
INSP11106,Restaurant,Poor Hygiene,1105,2025-10-19,Medium Risk
INSP11107,Retail,Expired Product,6043,2025-05-05,High Risk
INSP11108,Retail,Poor Hygiene,5876,2025-09-17,Medium Risk
INSP11109,Retail,Poor Hygiene,9312,2025-01-21,Medium Risk
INSP11110,Restaurant,Expired Product,6121,2024-09-05,High Risk
INSP11111,Retail,Poor Hygiene,5019,2024-03-20,Medium Risk
INSP11112,Street Vendor,No License,6541,2024-10-08,High Risk
INSP11113,Street Vendor,No License,2824,2024-10-07,High Risk
INSP11114,Street Vendor,No License,7600,2024-08-01,High Risk
INSP11115,Street Vendor,Poor Hygiene,2876,2025-04-09,Medium Risk
INSP11116,Retail,Poor Hygiene,2147,2024-11-23,Medium Risk
INSP11117,Street Vendor,No License,8123,2024-10-27,High Risk
INSP11118,Restaurant,Expired Product,4447,2025-02-03,High Risk
INSP11119,Retail,No License,7108,2024-04-24,High Risk
INSP11120,Street Vendor,Expired Product,3330,2024-07-29,High Risk
INSP11121,Retail,Expired Product,2443,2025-08-19,High Risk
INSP11122,Retail,Poor Hygiene,9138,2025-05-03,Medium Risk
INSP11123,Street Vendor,Poor Hygiene,8433,2025-08-03,Medium Risk
INSP11124,Restaurant,No License,8747,2024-03-06,High Risk
INSP11125,Street Vendor,No License,3538,2024-02-23,High Risk
INSP11126,Retail,Poor Hygiene,1250,2024-03-30,Medium Risk
INSP11127,Retail,Poor Hygiene,5717,2025-03-12,Medium Risk
INSP11128,Street Vendor,Expired Product,2610,2025-08-02,High Risk
INSP11129,Retail,No License,9396,2024-11-24,High Risk
INSP11130,Street Vendor,Poor Hygiene,7397,2025-09-19,Medium Risk
INSP11131,Retail,Expired Product,1691,2024-06-05,High Risk
INSP11132,Street Vendor,No License,5329,2025-07-29,High Risk
INSP11133,Restaurant,Expired Product,5117,2024-12-09,High Risk
INSP11134,Retail,Expired Product,2923,2025-10-22,High Risk
INSP11135,Retail,Poor Hygiene,9123,2025-05-16,Medium Risk
INSP11136,Restaurant,Expired Product,3529,2024-12-26,High Risk
INSP11137,Retail,Expired Product,9625,2024-06-15,High Risk
INSP11138,Restaurant,Poor Hygiene,4380,2025-07-08,Medium Risk
INSP11139,Retail,No License,5519,2024-10-17,High Risk
INSP11140,Street Vendor,Expired Product,3238,2024-12-10,High Risk
INSP11141,Street Vendor,No License,6681,2024-12-23,High Risk
INSP11142,Retail,Expired Product,7209,2025-07-16,High Risk
INSP11143,Retail,Poor Hygiene,3400,2025-10-16,Medium Risk
INSP11144,Retail,Expired Product,2169,2024-06-11,High Risk
INSP11145,Street Vendor,No License,9692,2024-01-25,High Risk
INSP11146,Street Vendor,Expired Product,1438,2024-07-18,High Risk
INSP11147,Retail,Expired Product,5914,2024-02-08,High Risk
INSP11148,Street Vendor,Expired Product,2190,2024-03-18,High Risk
INSP11149,Restaurant,Poor Hygiene,8477,2024-10-23,Medium Risk
INSP11150,Street Vendor,No License,6063,2025-07-21,High Risk
INSP11151,Retail,No License,7408,2025-05-13,High Risk
INSP11152,Street Vendor,Poor Hygiene,2218,2025-12-13,Medium Risk
INSP11153,Restaurant,No License,6139,2025-01-28,High Risk
INSP11154,Street Vendor,Expired Product,7106,2025-01-18,High Risk
INSP11155,Restaurant,Poor Hygiene,6114,2025-03-04,Medium Risk
INSP11156,Retail,Expired Product,1961,2024-11-24,High Risk
INSP11157,Restaurant,Poor Hygiene,3237,2025-08-18,Medium Risk
INSP11158,Retail,Expired Product,5701,2025-11-03,High Risk
INSP11159,Restaurant,Poor Hygiene,4556,2024-06-23,Medium Risk
INSP11160,Street Vendor,No License,4091,2025-11-18,High Risk
INSP11161,Street Vendor,No License,2847,2025-05-21,High Risk
INSP11162,Retail,No License,9550,2024-12-14,High Risk
INSP11163,Restaurant,Poor Hygiene,7794,2025-02-12,Medium Risk
INSP11164,Retail,Expired Product,7975,2024-07-10,High Risk
INSP11165,Retail,Poor Hygiene,4654,2024-10-19,Medium Risk
INSP11166,Restaurant,Expired Product,1825,2025-03-14,High Risk
INSP11167,Retail,No License,875,2025-05-10,High Risk
INSP11168,Restaurant,Poor Hygiene,5279,2024-12-25,Medium Risk
INSP11169,Retail,Expired Product,6301,2025-11-06,High Risk
INSP11170,Restaurant,Expired Product,889,2025-08-26,High Risk
INSP11171,Street Vendor,Expired Product,2027,2024-09-09,High Risk
INSP11172,Retail,Expired Product,4550,2025-11-29,High Risk
INSP11173,Retail,No License,8784,2025-09-26,High Risk
INSP11174,Restaurant,Expired Product,1900,2024-01-28,High Risk
INSP11175,Retail,Poor Hygiene,2340,2025-10-29,Medium Risk
INSP11176,Retail,No License,8732,2024-04-27,High Risk
INSP11177,Retail,Poor Hygiene,9952,2024-12-27,Medium Risk
INSP11178,Retail,No License,1456,2025-08-09,High Risk
INSP11179,Restaurant,No License,5342,2025-01-17,High Risk
INSP11180,Street Vendor,Expired Product,8956,2024-03-12,High Risk
INSP11181,Street Vendor,Poor Hygiene,1865,2025-11-16,Medium Risk
INSP11182,Retail,No License,9592,2025-09-01,High Risk
INSP11183,Retail,Poor Hygiene,3637,2025-11-19,Medium Risk
INSP11184,Restaurant,Poor Hygiene,665,2025-11-07,Medium Risk
INSP11185,Restaurant,Expired Product,5894,2024-12-27,High Risk
INSP11186,Retail,Expired Product,1225,2025-04-25,High Risk
INSP11187,Street Vendor,Poor Hygiene,2042,2024-05-09,Medium Risk
INSP11188,Restaurant,Expired Product,8015,2024-04-22,High Risk
INSP11189,Retail,Poor Hygiene,2267,2025-08-28,Medium Risk
INSP11190,Retail,Expired Product,8634,2025-07-17,High Risk
INSP11191,Restaurant,Expired Product,6858,2025-03-04,High Risk
INSP11192,Restaurant,No License,9508,2025-01-31,High Risk
INSP11193,Street Vendor,Expired Product,6984,2024-10-05,High Risk
INSP11194,Retail,No License,9803,2024-05-31,High Risk
INSP11195,Restaurant,No License,9247,2024-06-15,High Risk
INSP11196,Retail,Expired Product,9858,2024-09-18,High Risk
INSP11197,Restaurant,Expired Product,7562,2024-01-20,High Risk
INSP11198,Street Vendor,Poor Hygiene,4544,2024-01-14,Medium Risk
INSP11199,Street Vendor,Expired Product,3516,2024-05-06,High Risk
INSP11200,Retail,No License,3465,2025-05-29,High Risk
INSP11201,Retail,No License,5775,2025-05-08,High Risk
INSP11202,Retail,Poor Hygiene,1290,2024-10-29,Medium Risk
INSP11203,Street Vendor,Poor Hygiene,1552,2025-01-14,Medium Risk
INSP11204,Street Vendor,No License,7120,2025-09-02,High Risk
INSP11205,Street Vendor,No License,7411,2025-05-02,High Risk
INSP11206,Restaurant,Expired Product,5511,2025-11-25,High Risk
INSP11207,Street Vendor,Expired Product,662,2024-07-16,High Risk
INSP11208,Street Vendor,Expired Product,4465,2024-02-26,High Risk
INSP11209,Restaurant,No License,9683,2025-05-16,High Risk
INSP11210,Street Vendor,Poor Hygiene,2821,2024-06-06,Medium Risk
INSP11211,Street Vendor,Poor Hygiene,1820,2025-06-18,Medium Risk
INSP11212,Restaurant,Expired Product,550,2025-08-06,High Risk
INSP11213,Retail,No License,7008,2025-04-07,High Risk
INSP11214,Street Vendor,No License,8713,2025-12-18,High Risk
INSP11215,Street Vendor,Expired Product,8445,2024-09-15,High Risk
INSP11216,Street Vendor,No License,6286,2025-06-17,High Risk
INSP11217,Retail,No License,2486,2025-01-25,High Risk
INSP11218,Restaurant,Expired Product,1848,2025-12-25,High Risk
INSP11219,Retail,No License,8443,2025-09-14,High Risk
INSP11220,Restaurant,Poor Hygiene,651,2025-10-25,Medium Risk
INSP11221,Restaurant,No License,1572,2024-04-23,High Risk
INSP11222,Street Vendor,No License,3213,2025-07-06,High Risk
INSP11223,Retail,Expired Product,9554,2024-11-08,High Risk
INSP11224,Street Vendor,Expired Product,9005,2024-01-24,High Risk
INSP11225,Restaurant,Expired Product,8121,2024-04-23,High Risk
INSP11226,Restaurant,Poor Hygiene,2633,2025-08-06,Medium Risk
INSP11227,Retail,Expired Product,1934,2024-07-17,High Risk
INSP11228,Street Vendor,No License,5838,2025-04-06,High Risk
INSP11229,Restaurant,No License,3993,2025-11-18,High Risk
INSP11230,Retail,Expired Product,5899,2025-07-01,High Risk
INSP11231,Retail,Poor Hygiene,2559,2024-04-03,Medium Risk
INSP11232,Restaurant,Expired Product,8869,2025-05-30,High Risk
INSP11233,Retail,No License,3595,2025-04-15,High Risk
INSP11234,Restaurant,Poor Hygiene,6993,2025-12-13,Medium Risk
INSP11235,Retail,No License,9029,2024-10-27,High Risk
INSP11236,Street Vendor,Expired Product,2947,2024-09-10,High Risk
INSP11237,Restaurant,Poor Hygiene,3649,2025-08-27,Medium Risk
INSP11238,Restaurant,Poor Hygiene,9997,2025-12-23,Medium Risk
INSP11239,Restaurant,No License,8480,2025-03-27,High Risk
INSP11240,Street Vendor,Expired Product,7645,2024-05-18,High Risk
INSP11241,Street Vendor,No License,4222,2025-03-29,High Risk
INSP11242,Restaurant,Poor Hygiene,8406,2025-07-05,Medium Risk
INSP11243,Street Vendor,Expired Product,6029,2025-06-24,High Risk
INSP11244,Retail,No License,9115,2024-10-18,High Risk
INSP11245,Retail,Expired Product,4638,2024-08-31,High Risk
INSP11246,Street Vendor,Expired Product,2560,2025-01-19,High Risk
INSP11247,Restaurant,Poor Hygiene,3798,2025-11-17,Medium Risk
INSP11248,Street Vendor,Poor Hygiene,7923,2025-10-04,Medium Risk
INSP11249,Retail,Poor Hygiene,4699,2025-03-13,Medium Risk
INSP11250,Restaurant,No License,1227,2025-04-21,High Risk
INSP11251,Restaurant,Expired Product,3650,2025-02-07,High Risk
INSP11252,Restaurant,No License,3758,2025-07-29,High Risk
INSP11253,Street Vendor,Expired Product,2902,2024-05-21,High Risk
INSP11254,Restaurant,Expired Product,1929,2024-11-27,High Risk
INSP11255,Street Vendor,Expired Product,4407,2024-02-16,High Risk
INSP11256,Restaurant,Expired Product,1729,2025-10-28,High Risk
INSP11257,Street Vendor,No License,949,2025-01-08,High Risk
INSP11258,Retail,Expired Product,8401,2024-06-29,High Risk
INSP11259,Street Vendor,No License,2552,2025-12-22,High Risk
INSP11260,Restaurant,Expired Product,6886,2025-03-31,High Risk
INSP11261,Restaurant,Expired Product,4761,2024-06-30,High Risk
INSP11262,Retail,Poor Hygiene,6585,2025-06-24,Medium Risk
INSP11263,Restaurant,No License,3752,2025-05-16,High Risk
INSP11264,Retail,Poor Hygiene,7096,2025-12-02,Medium Risk
INSP11265,Street Vendor,Poor Hygiene,2412,2024-09-16,Medium Risk
INSP11266,Retail,No License,7616,2024-10-15,High Risk
INSP11267,Retail,No License,7144,2024-01-29,High Risk
INSP11268,Restaurant,No License,9245,2024-06-27,High Risk
INSP11269,Street Vendor,Poor Hygiene,4936,2024-12-24,Medium Risk
INSP11270,Retail,Poor Hygiene,3089,2024-08-28,Medium Risk
INSP11271,Restaurant,No License,8393,2025-11-30,High Risk
INSP11272,Retail,Expired Product,7253,2025-12-02,High Risk
INSP11273,Street Vendor,Poor Hygiene,1211,2025-04-13,Medium Risk
INSP11274,Restaurant,Expired Product,829,2025-12-05,High Risk
INSP11275,Retail,Expired Product,3185,2024-10-31,High Risk
INSP11276,Street Vendor,Poor Hygiene,8612,2024-08-15,Medium Risk
INSP11277,Restaurant,Poor Hygiene,2898,2024-10-04,Medium Risk
INSP11278,Street Vendor,Poor Hygiene,2268,2025-04-27,Medium Risk
INSP11279,Retail,Poor Hygiene,8616,2024-03-29,Medium Risk
INSP11280,Restaurant,Expired Product,5858,2025-08-29,High Risk
INSP11281,Street Vendor,Expired Product,1289,2025-10-31,High Risk
INSP11282,Retail,No License,3676,2025-05-24,High Risk
INSP11283,Restaurant,No License,7365,2024-03-13,High Risk
INSP11284,Retail,No License,3172,2024-09-10,High Risk
INSP11285,Retail,Expired Product,1455,2024-07-11,High Risk
INSP11286,Street Vendor,Expired Product,8946,2025-08-19,High Risk
INSP11287,Restaurant,Poor Hygiene,526,2024-10-18,Medium Risk
INSP11288,Restaurant,Expired Product,9456,2025-03-13,High Risk
INSP11289,Street Vendor,Poor Hygiene,6536,2024-02-22,Medium Risk
INSP11290,Restaurant,Expired Product,1626,2024-09-06,High Risk
INSP11291,Retail,No License,9821,2025-07-14,High Risk
INSP11292,Street Vendor,Poor Hygiene,3304,2024-09-16,Medium Risk
INSP11293,Restaurant,Poor Hygiene,9903,2024-06-14,Medium Risk
INSP11294,Restaurant,Poor Hygiene,9655,2024-01-27,Medium Risk
INSP11295,Street Vendor,Poor Hygiene,7475,2024-11-12,Medium Risk
INSP11296,Retail,Expired Product,8833,2025-10-22,High Risk
INSP11297,Retail,Poor Hygiene,9339,2024-01-08,Medium Risk
INSP11298,Street Vendor,No License,644,2025-03-17,High Risk
INSP11299,Street Vendor,No License,5336,2025-09-27,High Risk
INSP11300,Retail,Expired Product,2185,2025-10-06,High Risk
INSP11301,Street Vendor,No License,7819,2025-02-07,High Risk
INSP11302,Retail,Poor Hygiene,1882,2024-12-03,Medium Risk
INSP11303,Retail,Expired Product,1137,2025-05-06,High Risk
INSP11304,Street Vendor,Poor Hygiene,2561,2025-04-16,Medium Risk
INSP11305,Restaurant,Poor Hygiene,3784,2024-12-16,Medium Risk
INSP11306,Retail,Poor Hygiene,3440,2024-12-06,Medium Risk
INSP11307,Restaurant,Poor Hygiene,6292,2024-12-15,Medium Risk
INSP11308,Retail,Poor Hygiene,1622,2024-09-05,Medium Risk
INSP11309,Restaurant,Expired Product,2065,2024-12-20,High Risk
INSP11310,Restaurant,Expired Product,5542,2024-07-07,High Risk
INSP11311,Restaurant,No License,9803,2024-08-05,High Risk
INSP11312,Street Vendor,Poor Hygiene,9424,2024-01-25,Medium Risk
INSP11313,Restaurant,Expired Product,4711,2025-01-01,High Risk
INSP11314,Street Vendor,No License,8051,2024-06-02,High Risk
INSP11315,Restaurant,Expired Product,4977,2024-08-13,High Risk
INSP11316,Street Vendor,Expired Product,8858,2024-02-07,High Risk
INSP11317,Restaurant,No License,2969,2024-07-22,High Risk
INSP11318,Restaurant,No License,2834,2024-10-07,High Risk
INSP11319,Street Vendor,Expired Product,2146,2025-03-08,High Risk
INSP11320,Retail,Poor Hygiene,9276,2024-08-23,Medium Risk
INSP11321,Street Vendor,Expired Product,7327,2025-04-06,High Risk
INSP11322,Restaurant,Poor Hygiene,9777,2025-05-27,Medium Risk
INSP11323,Restaurant,Poor Hygiene,7977,2025-05-09,Medium Risk
INSP11324,Restaurant,Poor Hygiene,9271,2024-09-29,Medium Risk
INSP11325,Street Vendor,Expired Product,8298,2025-03-05,High Risk
INSP11326,Street Vendor,Expired Product,5982,2024-07-23,High Risk
INSP11327,Restaurant,Poor Hygiene,4033,2024-10-22,Medium Risk
INSP11328,Street Vendor,Poor Hygiene,5565,2024-01-22,Medium Risk
INSP11329,Restaurant,Expired Product,3184,2024-04-08,High Risk
INSP11330,Street Vendor,Poor Hygiene,1812,2024-03-08,Medium Risk
INSP11331,Restaurant,No License,5977,2024-03-16,High Risk
INSP11332,Retail,No License,2421,2024-10-14,High Risk
INSP11333,Restaurant,No License,7070,2024-02-22,High Risk
INSP11334,Retail,Poor Hygiene,5305,2024-09-05,Medium Risk
INSP11335,Retail,Poor Hygiene,6006,2024-05-16,Medium Risk
INSP11336,Street Vendor,Poor Hygiene,4635,2024-12-31,Medium Risk
INSP11337,Restaurant,Poor Hygiene,3505,2024-01-28,Medium Risk
INSP11338,Retail,No License,9562,2025-04-10,High Risk
INSP11339,Street Vendor,Expired Product,6915,2024-09-29,High Risk
INSP11340,Retail,No License,959,2024-05-03,High Risk
INSP11341,Restaurant,No License,7230,2025-10-29,High Risk
INSP11342,Retail,Expired Product,2603,2024-01-23,High Risk
INSP11343,Restaurant,No License,4158,2024-05-05,High Risk
INSP11344,Restaurant,No License,6613,2025-02-08,High Risk
INSP11345,Retail,Poor Hygiene,5655,2024-09-23,Medium Risk
INSP11346,Restaurant,Poor Hygiene,1539,2024-10-29,Medium Risk
INSP11347,Retail,Expired Product,4364,2024-02-23,High Risk
INSP11348,Restaurant,No License,8451,2025-08-25,High Risk
INSP11349,Restaurant,Poor Hygiene,9827,2025-06-04,Medium Risk
INSP11350,Retail,Expired Product,6495,2025-01-24,High Risk
INSP11351,Street Vendor,No License,3208,2024-01-27,High Risk
INSP11352,Restaurant,Expired Product,8863,2025-07-13,High Risk
INSP11353,Street Vendor,Expired Product,8756,2025-04-06,High Risk
INSP11354,Retail,Poor Hygiene,5070,2025-06-24,Medium Risk
INSP11355,Street Vendor,No License,5117,2025-12-02,High Risk
INSP11356,Restaurant,Expired Product,5206,2025-08-30,High Risk
INSP11357,Restaurant,Poor Hygiene,7107,2025-12-08,Medium Risk
INSP11358,Street Vendor,Expired Product,1955,2025-06-17,High Risk
INSP11359,Restaurant,Poor Hygiene,1050,2025-07-18,Medium Risk
INSP11360,Street Vendor,Expired Product,8495,2024-01-24,High Risk
INSP11361,Restaurant,Poor Hygiene,1288,2024-05-20,Medium Risk
INSP11362,Restaurant,Poor Hygiene,1496,2024-05-24,Medium Risk
INSP11363,Retail,No License,5519,2024-02-26,High Risk
INSP11364,Restaurant,Poor Hygiene,3203,2024-12-15,Medium Risk
INSP11365,Restaurant,Expired Product,7450,2024-11-27,High Risk
INSP11366,Street Vendor,Poor Hygiene,5390,2025-07-23,Medium Risk
INSP11367,Retail,No License,2176,2024-10-31,High Risk
INSP11368,Street Vendor,No License,5122,2024-02-26,High Risk
INSP11369,Street Vendor,Poor Hygiene,9344,2024-05-01,Medium Risk
INSP11370,Restaurant,Expired Product,1244,2024-05-11,High Risk
INSP11371,Restaurant,Poor Hygiene,3262,2025-02-06,Medium Risk
INSP11372,Street Vendor,Poor Hygiene,7248,2024-09-02,Medium Risk
INSP11373,Retail,Poor Hygiene,3353,2025-01-06,Medium Risk
INSP11374,Restaurant,Poor Hygiene,6776,2025-03-16,Medium Risk
INSP11375,Restaurant,No License,8166,2024-05-07,High Risk
INSP11376,Retail,No License,2052,2024-01-24,High Risk
INSP11377,Retail,Expired Product,2487,2024-07-08,High Risk
INSP11378,Retail,Poor Hygiene,4274,2024-07-15,Medium Risk
INSP11379,Restaurant,No License,4097,2025-01-28,High Risk
INSP11380,Street Vendor,Expired Product,656,2024-06-25,High Risk
INSP11381,Restaurant,Poor Hygiene,4231,2025-09-04,Medium Risk
INSP11382,Retail,No License,3827,2024-08-08,High Risk
INSP11383,Retail,No License,2628,2025-06-18,High Risk
INSP11384,Street Vendor,No License,1220,2024-06-14,High Risk
INSP11385,Restaurant,Poor Hygiene,7757,2025-10-09,Medium Risk
INSP11386,Restaurant,Expired Product,4644,2025-12-05,High Risk
INSP11387,Restaurant,Expired Product,2988,2024-02-03,High Risk
INSP11388,Street Vendor,Expired Product,2447,2025-09-28,High Risk
INSP11389,Restaurant,No License,8579,2024-09-12,High Risk
INSP11390,Retail,Expired Product,5812,2024-05-02,High Risk
INSP11391,Street Vendor,No License,5391,2024-07-31,High Risk
INSP11392,Restaurant,No License,2781,2024-10-29,High Risk
INSP11393,Retail,Poor Hygiene,5728,2025-03-24,Medium Risk
INSP11394,Street Vendor,No License,6841,2024-05-28,High Risk
INSP11395,Retail,Expired Product,2885,2025-04-06,High Risk
INSP11396,Retail,No License,7142,2024-10-22,High Risk
INSP11397,Street Vendor,No License,3529,2025-06-10,High Risk
INSP11398,Restaurant,Expired Product,6679,2025-01-11,High Risk
INSP11399,Retail,Expired Product,1970,2025-09-09,High Risk
