CaseID,DistrictID,Date,CaseType,PatientCount,SeverityLevel
HC12302,21,12/7/2025,Typhoid,8,3
HC12303,17,2/15/2024,Food Poisoning,37,3
HC12304,22,5/4/2024,Typhoid,8,2
HC12305,4,9/17/2025,Typhoid,16,1
HC12306,20,11/24/2024,Typhoid,5,2
HC12307,18,7/19/2025,Diarrheal Disease,15,1
HC12308,15,11/12/2025,Food Poisoning,5,5
HC12309,6,12/20/2024,Typhoid,11,4
HC12310,18,3/15/2024,Typhoid,39,4
HC12311,6,4/22/2024,Food Poisoning,29,3
HC12312,23,6/8/2024,Typhoid,2,4
HC12313,3,8/16/2024,Typhoid,5,2
HC12314,22,10/6/2025,Typhoid,7,5
HC12315,12,1/1/2025,Food Poisoning,14,3
HC12316,3,12/27/2024,Typhoid,34,1
HC12317,12,10/27/2025,Diarrheal Disease,10,1
HC12318,18,12/17/2024,Food Poisoning,8,5
HC12319,9,12/21/2024,Typhoid,20,4
HC12320,23,12/7/2024,Diarrheal Disease,13,2
HC12321,6,1/6/2025,Typhoid,29,1
HC12322,12,5/24/2025,Typhoid,39,4
HC12323,10,3/29/2024,Typhoid,26,3
HC12324,22,6/26/2025,Food Poisoning,31,2
HC12325,1,5/27/2025,Diarrheal Disease,4,1
HC12326,11,12/20/2025,Food Poisoning,27,5
HC12327,8,9/1/2025,Diarrheal Disease,14,5
HC12328,13,10/31/2024,Typhoid,6,1
HC12329,2,2/18/2025,Typhoid,10,4
HC12330,13,8/9/2025,Food Poisoning,27,3
HC12331,2,12/28/2025,Diarrheal Disease,12,1
HC12332,17,6/21/2024,Typhoid,39,1
HC12333,12,1/20/2024,Diarrheal Disease,17,4
HC12334,7,5/4/2024,Food Poisoning,6,5
HC12335,3,2/2/2024,Diarrheal Disease,37,4
HC12336,20,4/7/2024,Diarrheal Disease,18,3
HC12337,17,12/30/2025,Food Poisoning,1,1
HC12338,21,9/30/2024,Typhoid,11,2
HC12339,19,2/22/2024,Diarrheal Disease,21,3
HC12340,23,8/29/2025,Diarrheal Disease,1,3
HC12341,21,6/24/2025,Typhoid,32,2
HC12342,4,8/17/2024,Diarrheal Disease,37,1
HC12343,3,12/15/2024,Food Poisoning,16,5
HC12344,4,1/1/2025,Diarrheal Disease,29,4
HC12345,4,6/1/2025,Diarrheal Disease,7,1
HC12346,20,10/10/2025,Food Poisoning,37,5
HC12347,13,12/29/2025,Food Poisoning,36,3
HC12348,23,11/24/2025,Food Poisoning,25,5
HC12349,3,1/5/2024,Food Poisoning,27,5
HC12350,12,3/12/2024,Food Poisoning,20,4
HC12351,16,9/20/2024,Typhoid,33,2
HC12352,21,12/1/2024,Diarrheal Disease,26,2
HC12353,8,7/25/2025,Food Poisoning,12,3
HC12354,18,2/13/2024,Food Poisoning,35,2
HC12355,11,12/29/2024,Typhoid,19,3
HC12356,7,9/16/2025,Food Poisoning,19,5
HC12357,4,10/29/2024,Typhoid,3,5
HC12358,14,5/14/2024,Food Poisoning,4,1
HC12359,2,10/28/2024,Food Poisoning,29,1
HC12360,3,10/16/2025,Diarrheal Disease,15,3
HC12361,5,6/20/2025,Typhoid,8,5
HC12362,11,7/28/2025,Diarrheal Disease,22,1
HC12363,2,8/12/2024,Typhoid,23,4
HC12364,26,6/13/2025,Typhoid,1,1
HC12365,11,2/9/2024,Typhoid,34,3
HC12366,13,6/21/2024,Food Poisoning,13,5
HC12367,10,2/10/2024,Food Poisoning,28,3
HC12368,3,12/7/2024,Diarrheal Disease,9,3
HC12369,25,11/23/2025,Typhoid,36,1
HC12370,7,5/24/2024,Diarrheal Disease,25,5
HC12371,23,3/20/2024,Diarrheal Disease,18,4
HC12372,22,6/3/2025,Diarrheal Disease,12,1
HC12373,2,10/10/2024,Typhoid,35,4
HC12374,14,6/7/2025,Food Poisoning,13,3
HC12375,10,8/24/2024,Typhoid,13,5
HC12376,21,4/13/2025,Diarrheal Disease,25,5
HC12377,15,8/25/2025,Food Poisoning,9,4
HC12378,18,5/13/2025,Diarrheal Disease,14,2
HC12379,4,7/18/2025,Diarrheal Disease,4,4
HC12380,26,8/2/2025,Diarrheal Disease,21,3
HC12381,7,3/9/2025,Diarrheal Disease,23,2
HC12382,23,12/21/2024,Typhoid,24,2
HC12383,20,6/4/2025,Food Poisoning,10,2
HC12384,1,9/23/2025,Diarrheal Disease,5,5
HC12385,20,9/1/2024,Diarrheal Disease,17,2
HC12386,19,5/5/2025,Diarrheal Disease,19,4
HC12387,14,11/18/2024,Typhoid,18,5
HC12388,13,7/23/2024,Food Poisoning,13,4
HC12389,9,2/1/2024,Typhoid,21,1
HC12390,1,10/13/2024,Food Poisoning,5,1
HC12391,19,1/13/2024,Diarrheal Disease,10,4
HC12392,14,8/25/2025,Typhoid,5,2
HC12393,1,12/8/2024,Food Poisoning,5,4
HC12394,13,2/14/2025,Diarrheal Disease,12,4
HC12395,12,9/1/2024,Food Poisoning,4,3
HC12396,16,10/14/2025,Diarrheal Disease,17,2
HC12397,22,6/30/2024,Diarrheal Disease,1,3
HC12398,19,8/25/2025,Diarrheal Disease,4,1
HC12399,5,6/28/2024,Typhoid,15,5
HC12400,8,9/2/2024,Typhoid,30,5
HC12401,23,6/8/2024,Food Poisoning,7,3
HC12402,26,4/10/2024,Food Poisoning,39,1
HC12403,24,1/8/2024,Food Poisoning,27,1
HC12404,3,2/19/2025,Food Poisoning,8,1
HC12405,15,4/29/2025,Diarrheal Disease,8,5
HC12406,15,9/4/2024,Diarrheal Disease,15,2
HC12407,11,2/20/2025,Food Poisoning,7,4
HC12408,10,8/15/2025,Typhoid,1,4
HC12409,22,1/14/2024,Typhoid,17,5
HC12410,14,4/23/2024,Typhoid,24,3
HC12411,11,2/22/2025,Diarrheal Disease,3,3
HC12412,24,12/4/2025,Typhoid,5,5
HC12413,2,1/10/2024,Diarrheal Disease,33,2
HC12414,20,9/6/2025,Typhoid,17,3
HC12415,9,8/8/2025,Typhoid,2,1
HC12416,3,1/20/2025,Food Poisoning,3,4
HC12417,12,5/16/2024,Diarrheal Disease,18,2
HC12418,11,1/8/2025,Typhoid,30,2
HC12419,13,1/7/2025,Typhoid,24,1
HC12420,22,3/5/2024,Food Poisoning,16,3
HC12421,14,9/4/2024,Diarrheal Disease,5,4
HC12422,23,12/15/2025,Diarrheal Disease,10,5
HC12423,7,11/21/2025,Food Poisoning,13,4
HC12424,24,1/24/2025,Typhoid,15,5
HC12425,23,11/17/2025,Typhoid,14,3
HC12426,21,4/5/2024,Food Poisoning,4,4
HC12427,4,11/24/2025,Typhoid,13,2
HC12428,4,3/13/2025,Diarrheal Disease,4,4
HC12429,23,5/3/2025,Diarrheal Disease,8,1
HC12430,19,2/8/2024,Diarrheal Disease,22,3
HC12431,12,4/21/2024,Diarrheal Disease,5,3
HC12432,3,9/21/2025,Typhoid,18,1
HC12433,20,6/25/2024,Food Poisoning,6,2
HC12434,5,6/15/2024,Typhoid,12,3
HC12435,22,2/17/2025,Food Poisoning,27,5
HC12436,2,4/19/2024,Food Poisoning,1,4
HC12437,16,3/11/2024,Diarrheal Disease,15,2
HC12438,3,12/19/2024,Typhoid,32,2
HC12439,25,9/10/2025,Typhoid,23,1
HC12440,24,10/1/2024,Diarrheal Disease,24,1
HC12441,26,8/31/2025,Food Poisoning,22,1
HC12442,14,3/29/2025,Food Poisoning,37,4
HC12443,22,2/13/2025,Diarrheal Disease,29,2
HC12444,1,4/21/2024,Diarrheal Disease,27,1
HC12445,5,3/15/2024,Diarrheal Disease,21,5
HC12446,1,12/15/2024,Diarrheal Disease,7,3
HC12447,6,9/26/2024,Diarrheal Disease,34,3
HC12448,25,6/10/2024,Typhoid,1,5
HC12449,19,6/14/2024,Food Poisoning,39,3
HC12450,24,9/12/2024,Typhoid,22,3
HC12451,25,1/20/2024,Typhoid,21,1
HC12452,20,4/17/2025,Food Poisoning,12,4
HC12453,16,5/30/2025,Food Poisoning,14,4
HC12454,22,9/3/2025,Typhoid,9,2
HC12455,12,1/1/2025,Food Poisoning,27,4
HC12456,19,7/23/2025,Typhoid,26,2
HC12457,17,10/14/2024,Food Poisoning,14,5
HC12458,10,6/14/2024,Food Poisoning,20,2
HC12459,25,10/9/2025,Typhoid,19,3
HC12460,17,5/8/2025,Diarrheal Disease,21,5
HC12461,23,2/14/2024,Food Poisoning,17,5
HC12462,10,10/14/2025,Diarrheal Disease,12,4
HC12463,1,3/9/2024,Typhoid,7,3
HC12464,3,3/17/2024,Food Poisoning,35,5
HC12465,22,5/2/2024,Diarrheal Disease,33,3
HC12466,9,10/7/2025,Food Poisoning,39,3
HC12467,24,4/13/2025,Diarrheal Disease,29,3
HC12468,16,10/11/2024,Food Poisoning,21,5
HC12469,13,10/1/2024,Typhoid,1,1
HC12470,14,11/16/2025,Diarrheal Disease,16,4
HC12471,24,4/10/2025,Food Poisoning,15,1
HC12472,26,7/1/2024,Diarrheal Disease,10,2
HC12473,18,4/22/2024,Diarrheal Disease,2,2
HC12474,14,5/9/2024,Typhoid,11,1
HC12475,16,9/18/2024,Diarrheal Disease,15,5
HC12476,2,5/17/2024,Typhoid,6,1
HC12477,7,3/2/2024,Diarrheal Disease,21,4
HC12478,1,7/15/2025,Diarrheal Disease,27,2
HC12479,12,5/9/2024,Typhoid,31,1
HC12480,16,10/15/2024,Food Poisoning,1,2
HC12481,13,5/11/2025,Diarrheal Disease,14,1
HC12482,24,9/27/2025,Food Poisoning,32,1
HC12483,8,1/2/2025,Diarrheal Disease,8,2
HC12484,22,7/10/2025,Food Poisoning,27,2
HC12485,2,5/22/2024,Typhoid,29,1
HC12486,2,2/1/2025,Food Poisoning,32,2
HC12487,24,7/24/2025,Diarrheal Disease,10,4
HC12488,7,3/5/2025,Diarrheal Disease,13,5
HC12489,12,8/25/2024,Diarrheal Disease,7,3
HC12490,19,4/10/2024,Diarrheal Disease,35,5
HC12491,12,6/15/2024,Typhoid,6,2
HC12492,13,7/4/2024,Diarrheal Disease,29,4
HC12493,4,3/10/2024,Typhoid,11,5
HC12494,25,5/23/2024,Typhoid,20,3
HC12495,11,8/21/2025,Diarrheal Disease,23,1
HC12496,15,4/6/2025,Food Poisoning,9,5
HC12497,14,12/8/2024,Diarrheal Disease,25,2
HC12498,5,5/7/2025,Food Poisoning,2,1
HC12499,22,3/23/2025,Typhoid,31,3
HC12500,24,8/5/2025,Food Poisoning,6,5
HC12501,20,7/25/2024,Diarrheal Disease,25,4
HC12502,10,6/21/2025,Typhoid,7,5
HC12503,26,11/3/2024,Food Poisoning,25,5
HC12504,20,11/11/2025,Diarrheal Disease,32,3
HC12505,21,11/19/2024,Diarrheal Disease,14,3
HC12506,14,8/8/2024,Diarrheal Disease,5,5
HC12507,9,1/16/2024,Diarrheal Disease,18,2
HC12508,15,6/23/2024,Typhoid,24,5
HC12509,20,4/13/2024,Typhoid,31,5
HC12510,5,5/14/2025,Diarrheal Disease,6,4
HC12511,5,10/19/2025,Diarrheal Disease,7,4
HC12512,15,1/10/2024,Food Poisoning,20,2
HC12513,17,2/24/2024,Typhoid,2,2
HC12514,12,6/12/2024,Food Poisoning,2,2
HC12515,23,12/28/2025,Typhoid,1,4
HC12516,5,6/24/2024,Diarrheal Disease,34,1
HC12517,25,12/13/2025,Typhoid,2,5
HC12518,3,6/12/2025,Diarrheal Disease,20,4
HC12519,25,12/5/2024,Food Poisoning,30,1
HC12520,13,12/6/2025,Food Poisoning,30,2
HC12521,13,6/6/2025,Typhoid,4,4
HC12522,13,2/25/2025,Food Poisoning,2,1
HC12523,16,7/8/2024,Typhoid,30,2
HC12524,9,12/7/2024,Diarrheal Disease,6,3
HC12525,13,2/23/2024,Typhoid,10,5
HC12526,24,10/19/2024,Food Poisoning,12,3
HC12527,16,2/27/2024,Food Poisoning,1,2
HC12528,24,1/7/2025,Diarrheal Disease,39,4
HC12529,10,11/6/2024,Diarrheal Disease,32,4
HC12530,21,11/13/2025,Typhoid,2,2
HC12531,4,1/27/2025,Food Poisoning,11,2
HC12532,2,1/5/2024,Diarrheal Disease,34,3
HC12533,15,10/13/2025,Food Poisoning,6,5
HC12534,2,11/27/2025,Diarrheal Disease,6,3
HC12535,22,9/18/2025,Typhoid,8,5
HC12536,5,10/23/2025,Diarrheal Disease,14,2
HC12537,16,8/29/2025,Food Poisoning,6,5
HC12538,14,10/2/2025,Typhoid,38,1
HC12539,25,10/5/2024,Food Poisoning,8,4
HC12540,19,3/23/2024,Food Poisoning,17,2
HC12541,6,11/16/2025,Typhoid,26,3
HC12542,15,5/14/2025,Food Poisoning,19,1
HC12543,7,3/31/2025,Diarrheal Disease,33,5
HC12544,9,3/12/2025,Typhoid,28,5
HC12545,26,4/1/2024,Typhoid,31,5
HC12546,16,5/19/2024,Diarrheal Disease,14,4
HC12547,1,11/25/2025,Typhoid,3,5
HC12548,16,9/13/2025,Diarrheal Disease,10,4
HC12549,1,1/11/2024,Diarrheal Disease,8,3
HC12550,18,1/15/2025,Typhoid,21,1
HC12551,14,4/28/2024,Diarrheal Disease,13,2
HC12552,7,9/16/2025,Typhoid,5,3
HC12553,24,6/9/2025,Typhoid,4,5
HC12554,18,1/31/2025,Diarrheal Disease,24,1
HC12555,14,9/13/2024,Food Poisoning,21,3
HC12556,15,2/6/2025,Typhoid,17,2
HC12557,12,7/27/2024,Typhoid,24,2
HC12558,6,4/6/2025,Diarrheal Disease,22,1
HC12559,7,6/29/2025,Diarrheal Disease,32,2
HC12560,16,9/25/2025,Typhoid,30,2
HC12561,2,2/12/2024,Food Poisoning,36,3
HC12562,13,4/26/2025,Food Poisoning,2,1
HC12563,3,11/15/2024,Diarrheal Disease,18,4
HC12564,11,11/9/2024,Food Poisoning,32,3
HC12565,18,9/10/2025,Typhoid,27,1
HC12566,20,12/2/2025,Diarrheal Disease,2,3
HC12567,3,5/13/2025,Typhoid,19,2
HC12568,18,9/28/2025,Food Poisoning,31,2
HC12569,10,9/23/2025,Diarrheal Disease,7,3
HC12570,21,5/3/2025,Diarrheal Disease,10,5
HC12571,2,3/10/2024,Food Poisoning,12,2
HC12572,1,3/28/2025,Typhoid,4,4
HC12573,21,5/31/2025,Typhoid,3,1
HC12574,16,5/23/2024,Typhoid,1,1
HC12575,25,11/30/2024,Diarrheal Disease,20,2
HC12576,22,1/18/2025,Typhoid,32,4
HC12577,7,10/28/2025,Diarrheal Disease,32,2
HC12578,8,11/12/2025,Typhoid,4,2
HC12579,5,11/20/2025,Typhoid,29,4
HC12580,6,7/18/2025,Food Poisoning,11,1
HC12581,21,12/3/2025,Typhoid,30,5
HC12582,22,6/5/2024,Typhoid,33,1
HC12583,16,9/19/2025,Typhoid,5,5
HC12584,19,7/21/2025,Food Poisoning,31,3
HC12585,12,6/28/2025,Typhoid,29,1
HC12586,25,10/21/2025,Typhoid,21,2
HC12587,22,8/17/2025,Diarrheal Disease,29,1
HC12588,10,11/22/2025,Diarrheal Disease,32,4
HC12589,13,9/2/2025,Typhoid,17,1
HC12590,11,1/15/2025,Diarrheal Disease,6,5
HC12591,25,3/26/2025,Typhoid,3,1
HC12592,12,2/17/2025,Diarrheal Disease,34,5
HC12593,11,5/25/2025,Typhoid,24,4
HC12594,16,11/20/2024,Diarrheal Disease,35,3
HC12595,5,4/8/2024,Food Poisoning,13,5
HC12596,25,8/17/2024,Typhoid,1,4
HC12597,21,11/10/2024,Diarrheal Disease,3,1
HC12598,2,11/13/2024,Food Poisoning,3,2
HC12599,20,11/7/2024,Food Poisoning,37,2
HC12600,4,9/1/2024,Food Poisoning,27,3
HC12601,14,2/9/2024,Typhoid,3,2
HC12602,4,7/20/2024,Food Poisoning,11,4
HC12603,19,11/20/2024,Typhoid,24,2
HC12604,23,10/21/2025,Diarrheal Disease,8,4
HC12605,1,11/19/2025,Diarrheal Disease,38,2
HC12606,24,1/23/2025,Food Poisoning,2,3
HC12607,23,2/8/2024,Typhoid,6,1
HC12608,18,4/5/2025,Typhoid,3,5
HC12609,21,3/6/2025,Diarrheal Disease,22,3
HC12610,6,6/26/2025,Typhoid,19,4
HC12611,9,10/16/2025,Food Poisoning,19,2
HC12612,11,9/25/2025,Food Poisoning,6,4
HC12613,7,2/11/2024,Food Poisoning,20,1
HC12614,3,7/7/2025,Diarrheal Disease,12,5
HC12615,5,7/20/2025,Typhoid,32,4
HC12616,20,10/14/2025,Typhoid,24,4
HC12617,14,9/14/2024,Diarrheal Disease,13,2
HC12618,13,5/7/2025,Diarrheal Disease,28,1
HC12619,24,6/15/2024,Diarrheal Disease,32,5
HC12620,8,8/13/2025,Diarrheal Disease,2,2
HC12621,20,4/5/2024,Typhoid,1,2
HC12622,1,11/16/2025,Diarrheal Disease,24,5
HC12623,4,1/12/2024,Food Poisoning,24,5
HC12624,22,2/13/2024,Typhoid,29,4
HC12625,14,3/11/2025,Diarrheal Disease,33,5
HC12626,13,11/30/2025,Food Poisoning,7,3
HC12627,14,6/26/2025,Typhoid,24,5
HC12628,4,9/20/2024,Diarrheal Disease,37,1
HC12629,12,9/3/2024,Diarrheal Disease,18,5
HC12630,20,3/30/2025,Food Poisoning,24,1
HC12631,20,1/4/2024,Diarrheal Disease,17,4
HC12632,8,9/30/2025,Food Poisoning,5,2
HC12633,5,8/26/2025,Diarrheal Disease,20,4
HC12634,20,6/8/2025,Diarrheal Disease,3,5
HC12635,23,12/15/2024,Diarrheal Disease,4,4
HC12636,2,10/13/2024,Diarrheal Disease,8,3
HC12637,3,8/9/2025,Typhoid,13,3
HC12638,24,2/10/2025,Diarrheal Disease,12,4
HC12639,15,11/3/2024,Food Poisoning,37,5
HC12640,18,11/16/2025,Diarrheal Disease,24,4
HC12641,16,9/14/2024,Typhoid,13,2
HC12642,18,7/4/2024,Diarrheal Disease,29,4
HC12643,26,9/21/2024,Food Poisoning,27,1
HC12644,1,6/19/2024,Typhoid,19,2
HC12645,24,1/9/2025,Diarrheal Disease,32,3
HC12646,5,2/4/2024,Diarrheal Disease,16,1
HC12647,12,1/15/2024,Typhoid,31,2
HC12648,23,10/17/2024,Food Poisoning,4,5
HC12649,20,6/17/2025,Diarrheal Disease,38,2
HC12650,4,8/13/2025,Typhoid,15,2
HC12651,9,10/2/2025,Typhoid,4,4
HC12652,18,10/12/2025,Diarrheal Disease,6,3
HC12653,14,6/7/2025,Food Poisoning,1,2
HC12654,14,9/1/2025,Typhoid,24,5
HC12655,19,2/7/2025,Diarrheal Disease,36,4
HC12656,10,10/10/2024,Diarrheal Disease,9,1
HC12657,9,1/19/2025,Food Poisoning,31,4
HC12658,3,10/17/2025,Typhoid,28,2
HC12659,5,6/1/2025,Food Poisoning,1,1
HC12660,19,7/21/2025,Food Poisoning,13,3
HC12661,2,11/25/2024,Diarrheal Disease,31,2
HC12662,21,12/29/2025,Food Poisoning,16,5
HC12663,17,10/20/2025,Typhoid,23,4
HC12664,12,6/10/2025,Typhoid,13,4
HC12665,12,8/18/2025,Diarrheal Disease,28,3
HC12666,22,1/20/2025,Food Poisoning,31,5
HC12667,4,11/14/2025,Typhoid,22,5
HC12668,21,3/3/2024,Diarrheal Disease,31,4
HC12669,16,10/19/2025,Food Poisoning,22,3
HC12670,9,1/26/2025,Diarrheal Disease,36,2
HC12671,16,2/15/2024,Typhoid,10,1
HC12672,11,5/17/2024,Food Poisoning,1,1
HC12673,2,10/26/2024,Typhoid,3,3
HC12674,7,9/4/2025,Typhoid,16,3
HC12675,19,9/7/2025,Food Poisoning,19,1
HC12676,7,11/11/2024,Food Poisoning,26,4
HC12677,16,4/22/2024,Diarrheal Disease,22,4
HC12678,17,8/10/2024,Typhoid,1,4
HC12679,17,8/23/2024,Food Poisoning,6,4
HC12680,14,12/8/2025,Typhoid,17,4
HC12681,11,11/11/2024,Typhoid,33,2
HC12682,21,12/20/2025,Food Poisoning,35,1
HC12683,5,11/28/2025,Typhoid,22,1
HC12684,13,1/30/2025,Typhoid,25,3
HC12685,18,5/25/2024,Typhoid,11,2
HC12686,16,3/2/2025,Food Poisoning,33,5
HC12687,8,8/5/2024,Food Poisoning,16,3
HC12688,22,1/2/2025,Diarrheal Disease,3,4
HC12689,21,1/10/2025,Typhoid,8,1
HC12690,10,1/28/2025,Typhoid,38,4
HC12691,25,7/16/2024,Typhoid,17,3
HC12692,2,5/31/2025,Typhoid,28,1
HC12693,11,8/20/2024,Diarrheal Disease,17,3
HC12694,23,10/13/2025,Diarrheal Disease,33,4
HC12695,7,6/29/2024,Diarrheal Disease,1,1
HC12696,21,2/9/2025,Food Poisoning,1,1
HC12697,4,1/19/2025,Diarrheal Disease,22,4
HC12698,6,2/26/2024,Typhoid,15,1
HC12699,7,5/30/2025,Diarrheal Disease,11,5
HC12700,5,11/18/2025,Food Poisoning,30,4
HC12701,24,1/31/2025,Food Poisoning,38,2
HC12702,20,8/15/2025,Typhoid,24,1
HC12703,12,8/2/2024,Food Poisoning,24,2
HC12704,3,3/11/2024,Typhoid,17,1
HC12705,20,10/2/2025,Diarrheal Disease,30,3
HC12706,4,12/5/2025,Typhoid,8,5
HC12707,19,3/15/2025,Diarrheal Disease,12,5
HC12708,2,12/15/2025,Diarrheal Disease,30,3
HC12709,8,6/28/2024,Food Poisoning,8,2
HC12710,1,6/17/2025,Typhoid,14,5
HC12711,10,9/11/2024,Food Poisoning,23,4
HC12712,11,8/17/2025,Food Poisoning,11,5
HC12713,10,6/8/2025,Diarrheal Disease,9,5
HC12714,21,1/11/2025,Diarrheal Disease,36,5
HC12715,9,9/11/2024,Diarrheal Disease,1,3
HC12716,25,4/3/2024,Typhoid,11,3
HC12717,8,4/15/2025,Food Poisoning,35,2
HC12718,26,4/20/2024,Diarrheal Disease,30,3
HC12719,19,12/13/2024,Food Poisoning,37,4
HC12720,22,1/10/2024,Food Poisoning,9,4
HC12721,13,3/7/2025,Typhoid,34,3
HC12722,14,2/5/2025,Typhoid,4,5
HC12723,22,4/26/2025,Typhoid,12,1
HC12724,4,10/25/2025,Diarrheal Disease,4,1
HC12725,11,5/12/2025,Typhoid,28,1
HC12726,9,1/9/2024,Diarrheal Disease,8,2
HC12727,26,7/18/2025,Typhoid,29,5
HC12728,7,5/21/2025,Typhoid,11,4
HC12729,8,3/1/2025,Food Poisoning,28,5
HC12730,4,5/23/2025,Diarrheal Disease,8,5
HC12731,8,8/17/2024,Typhoid,6,5
HC12732,24,8/22/2024,Typhoid,32,2
HC12733,17,2/23/2024,Diarrheal Disease,12,2
HC12734,11,11/16/2025,Typhoid,36,2
HC12735,21,9/20/2025,Diarrheal Disease,25,3
HC12736,21,5/13/2025,Diarrheal Disease,4,1
HC12737,19,3/3/2024,Diarrheal Disease,15,5
HC12738,23,11/30/2024,Diarrheal Disease,1,3
HC12739,26,3/31/2024,Food Poisoning,25,5
HC12740,5,2/14/2025,Typhoid,21,2
HC12741,17,11/11/2025,Diarrheal Disease,7,2
HC12742,25,1/17/2024,Diarrheal Disease,10,5
HC12743,18,5/19/2024,Food Poisoning,38,1
HC12744,23,3/24/2025,Food Poisoning,12,1
HC12745,8,7/13/2025,Typhoid,12,3
HC12746,2,10/8/2025,Food Poisoning,7,2
HC12747,19,10/13/2024,Diarrheal Disease,34,5
HC12748,26,5/30/2024,Typhoid,16,2
HC12749,21,10/7/2025,Food Poisoning,17,1
HC12750,7,3/6/2024,Food Poisoning,17,4
HC12751,16,6/5/2024,Food Poisoning,5,3
HC12752,16,5/31/2025,Typhoid,25,1
HC12753,14,11/1/2024,Food Poisoning,28,3
HC12754,15,9/13/2025,Typhoid,25,2
HC12755,25,9/2/2024,Typhoid,37,4
HC12756,1,11/28/2024,Typhoid,12,3
HC12757,26,12/22/2024,Food Poisoning,35,3
HC12758,24,9/11/2024,Diarrheal Disease,1,3
HC12759,6,1/25/2025,Diarrheal Disease,26,3
HC12760,25,1/5/2024,Food Poisoning,35,3
HC12761,22,4/11/2025,Diarrheal Disease,11,1
HC12762,2,2/6/2025,Typhoid,35,1
HC12763,16,1/15/2025,Diarrheal Disease,27,3
HC12764,10,1/23/2024,Diarrheal Disease,31,4
HC12765,25,5/1/2025,Diarrheal Disease,29,4
HC12766,1,11/29/2025,Food Poisoning,34,1
HC12767,18,2/19/2025,Food Poisoning,39,2
HC12768,7,7/11/2024,Typhoid,14,3
HC12769,23,4/24/2024,Diarrheal Disease,37,1
HC12770,11,4/21/2025,Typhoid,18,1
HC12771,13,7/19/2025,Food Poisoning,14,3
HC12772,4,12/4/2024,Typhoid,31,2
HC12773,6,10/13/2024,Diarrheal Disease,10,4
HC12774,16,12/17/2025,Food Poisoning,9,4
HC12775,13,2/26/2025,Food Poisoning,24,2
HC12776,19,12/31/2024,Typhoid,33,5
HC12777,8,12/16/2024,Food Poisoning,24,4
HC12778,16,1/16/2025,Food Poisoning,33,1
HC12779,4,10/27/2024,Diarrheal Disease,3,5
HC12780,2,6/8/2025,Typhoid,22,3
HC12781,26,11/28/2024,Food Poisoning,11,5
HC12782,11,6/13/2024,Diarrheal Disease,16,4
HC12783,5,8/9/2025,Typhoid,29,1
HC12784,14,9/15/2024,Typhoid,11,2
HC12785,6,10/24/2025,Typhoid,10,3
HC12786,24,7/5/2025,Typhoid,16,5
HC12787,3,8/2/2025,Diarrheal Disease,27,1
HC12788,18,4/19/2024,Food Poisoning,11,1
HC12789,12,9/27/2025,Typhoid,28,2
HC12790,7,5/25/2024,Diarrheal Disease,30,3
HC12791,16,1/8/2024,Diarrheal Disease,5,3
HC12792,25,2/11/2025,Diarrheal Disease,22,1
HC12793,25,3/2/2025,Food Poisoning,5,3
HC12794,7,6/7/2025,Food Poisoning,22,4
HC12795,13,11/8/2025,Food Poisoning,11,5
HC12796,24,5/29/2024,Food Poisoning,39,3
HC12797,20,7/15/2024,Typhoid,6,5
HC12798,26,12/10/2024,Diarrheal Disease,4,3
HC12799,17,3/12/2025,Food Poisoning,25,4
HC12800,16,7/10/2025,Typhoid,36,1
HC12801,22,10/7/2025,Diarrheal Disease,16,3
HC12802,16,8/15/2025,Diarrheal Disease,25,5
HC12803,16,8/10/2024,Diarrheal Disease,22,3
HC12804,12,5/28/2025,Typhoid,6,2
HC12805,7,3/30/2025,Typhoid,17,2
HC12806,13,3/16/2024,Diarrheal Disease,29,3
HC12807,14,1/12/2025,Food Poisoning,18,2
HC12808,1,8/2/2024,Diarrheal Disease,17,5
HC12809,22,1/19/2024,Typhoid,33,5
HC12810,25,11/4/2025,Food Poisoning,12,5
HC12811,17,7/14/2024,Diarrheal Disease,34,4
HC12812,24,2/10/2025,Diarrheal Disease,25,4
HC12813,8,9/2/2024,Food Poisoning,14,3
HC12814,19,2/6/2025,Typhoid,9,5
HC12815,24,1/7/2024,Diarrheal Disease,20,3
HC12816,26,3/25/2024,Typhoid,33,4
HC12817,7,3/24/2025,Food Poisoning,17,3
HC12818,22,7/20/2024,Food Poisoning,30,3
HC12819,21,6/14/2024,Food Poisoning,14,5
HC12820,13,2/9/2024,Typhoid,19,3
HC12821,24,8/29/2024,Food Poisoning,20,1
HC12822,19,11/19/2024,Food Poisoning,9,2
HC12823,18,5/29/2024,Diarrheal Disease,4,2
HC12824,16,12/19/2024,Typhoid,32,1
HC12825,16,10/27/2024,Diarrheal Disease,30,3
HC12826,16,10/20/2024,Food Poisoning,39,1
HC12827,6,8/4/2025,Diarrheal Disease,30,3
HC12828,22,12/20/2024,Food Poisoning,21,5
HC12829,9,5/26/2024,Typhoid,39,4
HC12830,23,4/1/2025,Diarrheal Disease,22,1
HC12831,20,9/7/2025,Diarrheal Disease,20,1
HC12832,22,9/12/2024,Typhoid,29,1
HC12833,21,10/13/2024,Food Poisoning,26,2
HC12834,10,7/27/2025,Food Poisoning,13,4
HC12835,8,9/25/2024,Food Poisoning,25,1
HC12836,19,6/4/2024,Diarrheal Disease,32,4
HC12837,23,6/8/2024,Typhoid,25,1
