SampleID,DistrictID,CategoryID,TestResult,AdulterantFound,DateTested
SMP011222,11,6,Pass,None,2025-02-13
SMP011223,21,15,Pass,None,2025-02-13
SMP011224,24,4,Fail,Synthetic Color,2025-02-13
SMP011225,12,11,Fail,Formalin,2025-02-13
SMP011226,12,2,Fail,Starch,2025-02-13
SMP011227,19,5,Pass,None,2025-02-13
SMP011228,25,5,Fail,Urea,2025-02-13
SMP011229,7,16,Pass,None,2025-02-13
SMP011230,12,6,Fail,Detergent,2025-02-13
SMP011231,22,11,Pass,None,2025-02-13
SMP011232,17,10,Pass,None,2025-02-13
SMP011233,3,2,Fail,Chalk Powder,2025-02-13
SMP011234,17,16,Fail,Starch,2025-02-14
SMP011235,5,5,Fail,Starch,2025-02-14
SMP011236,15,1,Fail,Synthetic Color,2025-02-14
SMP011237,16,5,Pass,None,2025-02-14
SMP011238,23,5,Pass,None,2025-02-14
SMP011239,13,2,Pass,None,2025-02-14
SMP011240,7,10,Pass,None,2025-02-14
SMP011241,6,5,Pass,None,2025-02-14
SMP011242,23,10,Pass,None,2025-02-14
SMP011243,5,1,Fail,Urea,2025-02-14
SMP011244,12,16,Pass,None,2025-02-14
SMP011245,5,3,Pass,None,2025-02-14
SMP011246,21,11,Pass,None,2025-02-14
SMP011247,14,12,Pass,None,2025-02-14
SMP011248,9,3,Pass,None,2025-02-14
SMP011249,9,2,Pass,None,2025-02-14
SMP011250,23,3,Pass,None,2025-02-14
SMP011251,16,4,Pass,None,2025-02-14
SMP011252,19,3,Pass,None,2025-02-14
SMP011253,24,11,Pass,None,2025-02-14
SMP011254,24,6,Pass,None,2025-02-14
SMP011255,9,9,Pass,None,2025-02-14
SMP011256,25,1,Pass,None,2025-02-14
SMP011257,1,14,Pass,None,2025-02-14
SMP011258,9,3,Fail,Formalin,2025-02-14
SMP011259,24,6,Fail,Formalin,2025-02-14
SMP011260,7,1,Fail,Chalk Powder,2025-02-14
SMP011261,7,2,Pass,None,2025-02-15
SMP011262,8,11,Pass,None,2025-02-15
SMP011263,17,11,Pass,None,2025-02-15
SMP011264,12,11,Pass,None,2025-02-15
SMP011265,20,9,Pass,None,2025-02-15
SMP011266,24,16,Fail,Starch,2025-02-15
SMP011267,19,8,Pass,None,2025-02-15
SMP011268,5,7,Pass,None,2025-02-15
SMP011269,24,4,Fail,Starch,2025-02-15
SMP011270,7,2,Pass,None,2025-02-15
SMP011271,5,9,Pass,None,2025-02-15
SMP011272,3,5,Pass,None,2025-02-15
SMP011273,16,8,Pass,None,2025-02-15
SMP011274,4,4,Pass,None,2025-02-15
SMP011275,4,14,Pass,None,2025-02-15
SMP011276,8,16,Pass,None,2025-02-15
SMP011277,8,5,Fail,Urea,2025-02-15
SMP011278,17,14,Fail,Chalk Powder,2025-02-15
SMP011279,22,15,Pass,None,2025-02-15
SMP011280,21,16,Pass,None,2025-02-15
SMP011281,7,5,Fail,Starch,2025-02-15
SMP011282,7,12,Pass,None,2025-02-15
SMP011283,25,4,Pass,None,2025-02-15
SMP011284,1,10,Pass,None,2025-02-15
SMP011285,23,12,Pass,None,2025-02-15
SMP011286,5,12,Pass,None,2025-02-15
SMP011287,25,4,Pass,None,2025-02-15
SMP011288,9,14,Fail,Detergent,2025-02-15
SMP011289,12,6,Fail,Formalin,2025-02-16
SMP011290,19,4,Pass,None,2025-02-16
SMP011291,17,9,Pass,None,2025-02-16
SMP011292,8,15,Fail,Chalk Powder,2025-02-16
SMP011293,16,16,Pass,None,2025-02-16
SMP011294,20,12,Fail,Detergent,2025-02-16
SMP011295,2,1,Fail,Synthetic Color,2025-02-16
SMP011296,1,2,Fail,Starch,2025-02-16
SMP011297,13,2,Pass,None,2025-02-16
SMP011298,4,2,Fail,Urea,2025-02-16
SMP011299,18,6,Fail,Synthetic Color,2025-02-16
SMP011300,6,5,Pass,None,2025-02-16
SMP011301,12,2,Fail,Synthetic Color,2025-02-16
SMP011302,5,15,Fail,Urea,2025-02-16
SMP011303,16,10,Fail,Synthetic Color,2025-02-16
SMP011304,4,13,Pass,None,2025-02-16
SMP011305,1,6,Fail,Detergent,2025-02-16
SMP011306,2,6,Pass,None,2025-02-16
SMP011307,25,5,Fail,Synthetic Color,2025-02-16
SMP011308,5,7,Fail,Urea,2025-02-16
SMP011309,19,10,Pass,None,2025-02-16
SMP011310,2,8,Pass,None,2025-02-16
SMP011311,3,14,Pass,None,2025-02-16
SMP011312,15,15,Pass,None,2025-02-16
SMP011313,13,7,Pass,None,2025-02-16
SMP011314,25,4,Pass,None,2025-02-16
SMP011315,25,16,Pass,None,2025-02-16
SMP011316,22,12,Fail,Formalin,2025-02-17
SMP011317,17,11,Pass,None,2025-02-17
SMP011318,13,12,Pass,None,2025-02-17
SMP011319,9,2,Fail,Starch,2025-02-17
SMP011320,25,1,Fail,Urea,2025-02-17
SMP011321,17,3,Pass,None,2025-02-17
SMP011322,17,3,Pass,None,2025-02-17
SMP011323,6,6,Pass,None,2025-02-17
SMP011324,2,3,Pass,None,2025-02-17
SMP011325,25,14,Pass,None,2025-02-17
SMP011326,8,9,Pass,None,2025-02-17
SMP011327,12,6,Fail,Detergent,2025-02-17
SMP011328,4,1,Pass,None,2025-02-17
SMP011329,23,10,Pass,None,2025-02-17
SMP011330,1,2,Pass,None,2025-02-17
SMP011331,23,12,Fail,Detergent,2025-02-17
SMP011332,4,13,Pass,None,2025-02-17
SMP011333,24,9,Fail,Formalin,2025-02-17
SMP011334,20,3,Pass,None,2025-02-17
SMP011335,5,13,Fail,Detergent,2025-02-17
SMP011336,16,5,Pass,None,2025-02-17
SMP011337,8,4,Pass,None,2025-02-17
SMP011338,5,7,Pass,None,2025-02-17
SMP011339,23,15,Fail,Urea,2025-02-17
SMP011340,11,5,Fail,Detergent,2025-02-17
SMP011341,10,15,Pass,None,2025-02-17
SMP011342,5,1,Fail,Formalin,2025-02-17
SMP011343,10,2,Pass,None,2025-02-18
SMP011344,23,12,Pass,None,2025-02-18
SMP011345,9,3,Pass,None,2025-02-18
SMP011346,25,5,Fail,Formalin,2025-02-18
SMP011347,25,2,Fail,Chalk Powder,2025-02-18
SMP011348,5,5,Pass,None,2025-02-18
SMP011349,5,4,Fail,Synthetic Color,2025-02-18
SMP011350,23,12,Pass,None,2025-02-18
SMP011351,10,12,Fail,Synthetic Color,2025-02-18
SMP011352,1,16,Pass,None,2025-02-18
SMP011353,7,12,Pass,None,2025-02-18
SMP011354,17,11,Pass,None,2025-02-18
SMP011355,22,11,Pass,None,2025-02-18
SMP011356,4,15,Pass,None,2025-02-18
SMP011357,3,5,Pass,None,2025-02-18
SMP011358,24,5,Pass,None,2025-02-18
SMP011359,21,12,Pass,None,2025-02-18
SMP011360,17,4,Fail,Detergent,2025-02-18
SMP011361,21,15,Pass,None,2025-02-18
SMP011362,12,9,Fail,Detergent,2025-02-18
SMP011363,21,5,Fail,Chalk Powder,2025-02-18
SMP011364,9,13,Pass,None,2025-02-18
SMP011365,7,5,Pass,None,2025-02-18
SMP011366,20,16,Pass,None,2025-02-18
SMP011367,12,16,Pass,None,2025-02-18
SMP011368,26,11,Pass,None,2025-02-18
SMP011369,9,2,Pass,None,2025-02-18
SMP011370,24,4,Pass,None,2025-02-18
SMP011371,24,8,Fail,Detergent,2025-02-19
SMP011372,7,14,Pass,None,2025-02-19
SMP011373,22,3,Pass,None,2025-02-19
SMP011374,12,2,Pass,None,2025-02-19
SMP011375,24,1,Pass,None,2025-02-19
SMP011376,13,8,Pass,None,2025-02-19
SMP011377,21,15,Pass,None,2025-02-19
SMP011378,13,1,Pass,None,2025-02-19
SMP011379,6,4,Pass,None,2025-02-19
SMP011380,5,11,Pass,None,2025-02-19
SMP011381,12,14,Pass,None,2025-02-19
SMP011382,21,13,Fail,Detergent,2025-02-19
SMP011383,17,13,Pass,None,2025-02-19
SMP011384,19,2,Pass,None,2025-02-19
SMP011385,8,6,Pass,None,2025-02-19
SMP011386,14,16,Pass,None,2025-02-19
SMP011387,2,16,Fail,Synthetic Color,2025-02-19
SMP011388,22,10,Pass,None,2025-02-19
SMP011389,26,12,Pass,None,2025-02-19
SMP011390,11,16,Pass,None,2025-02-19
SMP011391,1,7,Pass,None,2025-02-19
SMP011392,5,2,Pass,None,2025-02-19
SMP011393,18,11,Pass,None,2025-02-19
SMP011394,17,16,Pass,None,2025-02-19
SMP011395,22,11,Pass,None,2025-02-19
SMP011396,7,13,Pass,None,2025-02-19
SMP011397,21,6,Fail,Urea,2025-02-19
SMP011398,19,2,Pass,None,2025-02-20
SMP011399,9,3,Pass,None,2025-02-20
SMP011400,16,16,Pass,None,2025-02-20
SMP011401,5,8,Fail,Chalk Powder,2025-02-20
SMP011402,13,1,Pass,None,2025-02-20
SMP011403,23,16,Pass,None,2025-02-20
SMP011404,12,8,Fail,Urea,2025-02-20
SMP011405,23,14,Pass,None,2025-02-20
SMP011406,17,9,Fail,Urea,2025-02-20
SMP011407,5,2,Fail,Chalk Powder,2025-02-20
SMP011408,17,10,Pass,None,2025-02-20
SMP011409,15,16,Pass,None,2025-02-20
SMP011410,10,1,Fail,Synthetic Color,2025-02-20
SMP011411,4,14,Pass,None,2025-02-20
SMP011412,12,4,Pass,None,2025-02-20
SMP011413,2,6,Fail,Urea,2025-02-20
SMP011414,3,6,Pass,None,2025-02-20
SMP011415,12,15,Pass,None,2025-02-20
SMP011416,8,8,Pass,None,2025-02-20
SMP011417,24,7,Pass,None,2025-02-20
SMP011418,9,14,Pass,None,2025-02-20
SMP011419,21,1,Pass,None,2025-02-20
SMP011420,16,2,Pass,None,2025-02-20
SMP011421,19,1,Pass,None,2025-02-20
SMP011422,7,11,Fail,Chalk Powder,2025-02-20
SMP011423,25,8,Pass,None,2025-02-20
SMP011424,16,15,Pass,None,2025-02-20
SMP011425,23,8,Pass,None,2025-02-20
SMP011426,9,4,Pass,None,2025-02-21
SMP011427,3,13,Pass,None,2025-02-21
SMP011428,19,5,Fail,Urea,2025-02-21
SMP011429,1,16,Pass,None,2025-02-21
SMP011430,14,4,Pass,None,2025-02-21
SMP011431,5,3,Fail,Synthetic Color,2025-02-21
SMP011432,17,8,Pass,None,2025-02-21
SMP011433,25,1,Pass,None,2025-02-21
SMP011434,13,1,Pass,None,2025-02-21
SMP011435,22,8,Pass,None,2025-02-21
SMP011436,15,4,Fail,Starch,2025-02-21
SMP011437,14,1,Pass,None,2025-02-21
SMP011438,24,5,Fail,Detergent,2025-02-21
SMP011439,24,7,Fail,Detergent,2025-02-21
SMP011440,22,6,Pass,None,2025-02-21
SMP011441,8,2,Pass,None,2025-02-21
SMP011442,16,10,Pass,None,2025-02-21
SMP011443,6,12,Fail,Starch,2025-02-21
SMP011444,13,11,Fail,Formalin,2025-02-21
SMP011445,14,6,Pass,None,2025-02-21
SMP011446,23,2,Pass,None,2025-02-21
SMP011447,24,8,Pass,None,2025-02-21
SMP011448,12,15,Pass,None,2025-02-21
SMP011449,1,7,Pass,None,2025-02-21
SMP011450,23,3,Pass,None,2025-02-21
SMP011451,5,2,Pass,None,2025-02-21
SMP011452,17,16,Pass,None,2025-02-21
SMP011453,1,12,Pass,None,2025-02-22
SMP011454,10,5,Pass,None,2025-02-22
SMP011455,26,5,Fail,Urea,2025-02-22
SMP011456,3,15,Pass,None,2025-02-22
SMP011457,12,3,Fail,Starch,2025-02-22
SMP011458,8,9,Pass,None,2025-02-22
SMP011459,24,12,Pass,None,2025-02-22
SMP011460,23,6,Pass,None,2025-02-22
SMP011461,6,1,Pass,None,2025-02-22
SMP011462,3,4,Fail,Urea,2025-02-22
SMP011463,17,15,Fail,Starch,2025-02-22
SMP011464,9,8,Pass,None,2025-02-22
SMP011465,19,14,Pass,None,2025-02-22
SMP011466,1,9,Pass,None,2025-02-22
SMP011467,4,16,Pass,None,2025-02-22
SMP011468,19,15,Fail,Chalk Powder,2025-02-22
SMP011469,6,8,Pass,None,2025-02-22
SMP011470,23,5,Pass,None,2025-02-22
SMP011471,2,10,Fail,Chalk Powder,2025-02-22
SMP011472,6,11,Pass,None,2025-02-22
SMP011473,26,8,Pass,None,2025-02-22
SMP011474,12,14,Fail,Detergent,2025-02-22
SMP011475,19,3,Pass,None,2025-02-22
SMP011476,5,5,Pass,None,2025-02-22
SMP011477,17,11,Fail,Urea,2025-02-22
SMP011478,20,4,Pass,None,2025-02-22
SMP011479,8,7,Pass,None,2025-02-22
SMP011480,23,16,Pass,None,2025-02-23
SMP011481,17,10,Pass,None,2025-02-23
SMP011482,10,16,Fail,Chalk Powder,2025-02-23
SMP011483,16,12,Pass,None,2025-02-23
SMP011484,17,12,Pass,None,2025-02-23
SMP011485,5,10,Fail,Chalk Powder,2025-02-23
SMP011486,11,2,Pass,None,2025-02-23
SMP011487,9,8,Pass,None,2025-02-23
SMP011488,11,4,Pass,None,2025-02-23
SMP011489,21,16,Fail,Synthetic Color,2025-02-23
SMP011490,14,4,Pass,None,2025-02-23
SMP011491,25,4,Pass,None,2025-02-23
SMP011492,8,10,Pass,None,2025-02-23
SMP011493,12,8,Pass,None,2025-02-23
SMP011494,22,1,Fail,Detergent,2025-02-23
SMP011495,16,2,Fail,Detergent,2025-02-23
SMP011496,16,13,Pass,None,2025-02-23
SMP011497,2,8,Pass,None,2025-02-23
SMP011498,10,3,Pass,None,2025-02-23
SMP011499,7,7,Pass,None,2025-02-23
SMP011500,26,4,Pass,None,2025-02-23
SMP011501,8,4,Pass,None,2025-02-23
SMP011502,23,16,Pass,None,2025-02-23
SMP011503,19,6,Fail,Detergent,2025-02-23
SMP011504,9,1,Pass,None,2025-02-23
SMP011505,16,16,Pass,None,2025-02-23
SMP011506,23,13,Pass,None,2025-02-23
SMP011507,23,4,Fail,Urea,2025-02-23
SMP011508,5,6,Pass,None,2025-02-24
SMP011509,9,14,Fail,Formalin,2025-02-24
SMP011510,9,5,Pass,None,2025-02-24
SMP011511,2,9,Pass,None,2025-02-24
SMP011512,17,9,Fail,Starch,2025-02-24
SMP011513,23,6,Pass,None,2025-02-24
SMP011514,10,11,Fail,Starch,2025-02-24
SMP011515,21,7,Pass,None,2025-02-24
SMP011516,17,1,Pass,None,2025-02-24
SMP011517,9,14,Fail,Chalk Powder,2025-02-24
SMP011518,5,2,Pass,None,2025-02-24
SMP011519,19,7,Pass,None,2025-02-24
SMP011520,23,10,Pass,None,2025-02-24
SMP011521,19,12,Fail,Synthetic Color,2025-02-24
SMP011522,1,6,Pass,None,2025-02-24
SMP011523,6,12,Pass,None,2025-02-24
SMP011524,2,2,Pass,None,2025-02-24
SMP011525,16,11,Pass,None,2025-02-24
SMP011526,21,14,Pass,None,2025-02-24
SMP011527,3,15,Pass,None,2025-02-24
SMP011528,23,10,Pass,None,2025-02-24
SMP011529,16,5,Fail,Formalin,2025-02-24
SMP011530,19,3,Pass,None,2025-02-24
SMP011531,25,5,Pass,None,2025-02-24
SMP011532,3,9,Fail,Detergent,2025-02-24
SMP011533,24,3,Fail,Starch,2025-02-24
SMP011534,4,16,Pass,None,2025-02-24
SMP011535,10,15,Pass,None,2025-02-25
SMP011536,23,1,Pass,None,2025-02-25
SMP011537,24,9,Pass,None,2025-02-25
SMP011538,15,13,Pass,None,2025-02-25
SMP011539,17,4,Pass,None,2025-02-25
SMP011540,19,8,Pass,None,2025-02-25
SMP011541,23,6,Fail,Urea,2025-02-25
SMP011542,4,3,Pass,None,2025-02-25
SMP011543,22,10,Fail,Detergent,2025-02-25
SMP011544,14,16,Fail,Detergent,2025-02-25
SMP011545,13,6,Fail,Chalk Powder,2025-02-25
SMP011546,12,9,Pass,None,2025-02-25
SMP011547,15,5,Pass,None,2025-02-25
SMP011548,25,15,Pass,None,2025-02-25
SMP011549,16,15,Fail,Formalin,2025-02-25
SMP011550,25,3,Pass,None,2025-02-25
SMP011551,5,15,Fail,Chalk Powder,2025-02-25
SMP011552,19,3,Pass,None,2025-02-25
SMP011553,22,2,Pass,None,2025-02-25
SMP011554,19,11,Pass,None,2025-02-25
SMP011555,17,6,Fail,Formalin,2025-02-25
SMP011556,16,9,Pass,None,2025-02-25
SMP011557,23,11,Pass,None,2025-02-25
SMP011558,22,1,Pass,None,2025-02-25
SMP011559,4,5,Fail,Chalk Powder,2025-02-25
SMP011560,23,7,Pass,None,2025-02-25
SMP011561,12,4,Pass,None,2025-02-25
SMP011562,7,1,Fail,Starch,2025-02-25
SMP011563,23,2,Pass,None,2025-02-26
SMP011564,12,13,Pass,None,2025-02-26
SMP011565,22,15,Pass,None,2025-02-26
SMP011566,7,3,Fail,Starch,2025-02-26
SMP011567,1,4,Pass,None,2025-02-26
SMP011568,14,11,Pass,None,2025-02-26
SMP011569,3,16,Fail,Detergent,2025-02-26
SMP011570,21,5,Pass,None,2025-02-26
SMP011571,7,14,Pass,None,2025-02-26
SMP011572,13,8,Pass,None,2025-02-26
SMP011573,3,16,Pass,None,2025-02-26
SMP011574,8,2,Fail,Synthetic Color,2025-02-26
SMP011575,22,16,Pass,None,2025-02-26
SMP011576,5,7,Fail,Detergent,2025-02-26
SMP011577,18,16,Fail,Urea,2025-02-26
SMP011578,24,7,Pass,None,2025-02-26
SMP011579,19,9,Pass,None,2025-02-26
SMP011580,22,13,Pass,None,2025-02-26
SMP011581,3,12,Pass,None,2025-02-26
SMP011582,7,10,Pass,None,2025-02-26
SMP011583,24,6,Pass,None,2025-02-26
SMP011584,19,13,Pass,None,2025-02-26
SMP011585,18,16,Fail,Synthetic Color,2025-02-26
SMP011586,18,1,Fail,Starch,2025-02-26
SMP011587,12,10,Fail,Synthetic Color,2025-02-26
SMP011588,2,15,Pass,None,2025-02-26
SMP011589,22,11,Fail,Synthetic Color,2025-02-26
SMP011590,19,13,Pass,None,2025-02-27
SMP011591,13,15,Pass,None,2025-02-27
SMP011592,24,12,Fail,Starch,2025-02-27
SMP011593,9,12,Pass,None,2025-02-27
SMP011594,8,16,Pass,None,2025-02-27
SMP011595,23,15,Pass,None,2025-02-27
SMP011596,22,14,Fail,Urea,2025-02-27
SMP011597,15,2,Pass,None,2025-02-27
SMP011598,4,4,Fail,Urea,2025-02-27
SMP011599,6,9,Pass,None,2025-02-27
SMP011600,18,12,Fail,Chalk Powder,2025-02-27
SMP011601,10,5,Fail,Formalin,2025-02-27
SMP011602,23,2,Fail,Chalk Powder,2025-02-27
SMP011603,25,5,Fail,Formalin,2025-02-27
SMP011604,22,13,Pass,None,2025-02-27
SMP011605,10,15,Pass,None,2025-02-27
SMP011606,22,15,Pass,None,2025-02-27
SMP011607,9,6,Pass,None,2025-02-27
SMP011608,5,6,Fail,Urea,2025-02-27
SMP011609,1,6,Fail,Urea,2025-02-27
SMP011610,10,6,Pass,None,2025-02-27
SMP011611,24,11,Fail,Formalin,2025-02-27
SMP011612,6,5,Pass,None,2025-02-27
SMP011613,5,1,Pass,None,2025-02-27
SMP011614,25,7,Fail,Chalk Powder,2025-02-27
SMP011615,1,4,Pass,None,2025-02-27
SMP011616,22,1,Pass,None,2025-02-27
SMP011617,9,7,Pass,None,2025-02-28
SMP011618,2,4,Pass,None,2025-02-28
SMP011619,24,7,Pass,None,2025-02-28
SMP011620,4,4,Pass,None,2025-02-28
SMP011621,16,10,Pass,None,2025-02-28
SMP011622,7,16,Pass,None,2025-02-28
SMP011623,2,9,Pass,None,2025-02-28
SMP011624,2,11,Fail,Formalin,2025-02-28
SMP011625,4,15,Fail,Chalk Powder,2025-02-28
SMP011626,2,6,Pass,None,2025-02-28
SMP011627,21,3,Fail,Urea,2025-02-28
SMP011628,14,5,Pass,None,2025-02-28
SMP011629,9,6,Pass,None,2025-02-28
SMP011630,12,11,Fail,Starch,2025-02-28
SMP011631,24,1,Fail,Urea,2025-02-28
SMP011632,24,14,Fail,Chalk Powder,2025-02-28
SMP011633,19,2,Pass,None,2025-02-28
SMP011634,23,15,Pass,None,2025-02-28
SMP011635,9,16,Pass,None,2025-02-28
SMP011636,10,16,Pass,None,2025-02-28
SMP011637,17,13,Pass,None,2025-02-28
SMP011638,17,2,Pass,None,2025-02-28
SMP011639,14,12,Pass,None,2025-02-28
SMP011640,11,4,Fail,Starch,2025-02-28
SMP011641,26,15,Pass,None,2025-02-28
SMP011642,22,5,Pass,None,2025-02-28
SMP011643,12,5,Pass,None,2025-02-28
SMP011644,20,15,Pass,None,2025-02-28
SMP011645,7,1,Fail,Starch,2025-03-01
SMP011646,3,3,Pass,None,2025-03-01
SMP011647,9,6,Fail,Starch,2025-03-01
SMP011648,11,12,Fail,Formalin,2025-03-01
SMP011649,1,11,Pass,None,2025-03-01
SMP011650,22,11,Fail,Detergent,2025-03-01
SMP011651,9,15,Pass,None,2025-03-01
SMP011652,17,2,Pass,None,2025-03-01
SMP011653,2,8,Pass,None,2025-03-01
SMP011654,5,12,Pass,None,2025-03-01
SMP011655,24,11,Pass,None,2025-03-01
SMP011656,17,7,Pass,None,2025-03-01
SMP011657,25,1,Pass,None,2025-03-01
SMP011658,26,1,Pass,None,2025-03-01
SMP011659,9,2,Pass,None,2025-03-01
SMP011660,8,5,Fail,Urea,2025-03-01
SMP011661,23,2,Fail,Synthetic Color,2025-03-01
SMP011662,26,6,Pass,None,2025-03-01
SMP011663,17,3,Pass,None,2025-03-01
SMP011664,22,13,Pass,None,2025-03-01
SMP011665,22,15,Pass,None,2025-03-01
SMP011666,9,6,Fail,Synthetic Color,2025-03-01
SMP011667,17,8,Fail,Urea,2025-03-01
SMP011668,23,16,Pass,None,2025-03-01
SMP011669,19,9,Pass,None,2025-03-01
SMP011670,1,16,Pass,None,2025-03-01
SMP011671,9,2,Pass,None,2025-03-01
SMP011672,5,14,Pass,None,2025-03-02
SMP011673,6,8,Pass,None,2025-03-02
SMP011674,24,1,Pass,None,2025-03-02
SMP011675,2,16,Pass,None,2025-03-02
SMP011676,6,16,Pass,None,2025-03-02
SMP011677,8,6,Pass,None,2025-03-02
SMP011678,17,16,Fail,Starch,2025-03-02
SMP011679,16,2,Pass,None,2025-03-02
SMP011680,6,11,Pass,None,2025-03-02
SMP011681,5,3,Pass,None,2025-03-02
SMP011682,6,4,Pass,None,2025-03-02
SMP011683,14,13,Pass,None,2025-03-02
SMP011684,7,6,Fail,Formalin,2025-03-02
SMP011685,25,1,Fail,Chalk Powder,2025-03-02
SMP011686,13,6,Pass,None,2025-03-02
SMP011687,2,4,Pass,None,2025-03-02
SMP011688,20,11,Fail,Formalin,2025-03-02
SMP011689,9,3,Pass,None,2025-03-02
SMP011690,18,14,Pass,None,2025-03-02
SMP011691,7,4,Fail,Starch,2025-03-02
SMP011692,16,6,Fail,Urea,2025-03-02
SMP011693,21,5,Pass,None,2025-03-02
SMP011694,24,11,Pass,None,2025-03-02
SMP011695,7,2,Pass,None,2025-03-02
SMP011696,9,7,Pass,None,2025-03-02
SMP011697,13,5,Fail,Synthetic Color,2025-03-02
SMP011698,24,15,Fail,Formalin,2025-03-02
SMP011699,24,1,Fail,Starch,2025-03-02
SMP011700,3,14,Fail,Formalin,2025-03-03
SMP011701,4,3,Pass,None,2025-03-03
SMP011702,14,2,Fail,Starch,2025-03-03
SMP011703,3,4,Fail,Formalin,2025-03-03
SMP011704,9,2,Fail,Synthetic Color,2025-03-03
SMP011705,5,8,Pass,None,2025-03-03
SMP011706,18,16,Fail,Formalin,2025-03-03
SMP011707,25,1,Fail,Urea,2025-03-03
SMP011708,26,7,Fail,Detergent,2025-03-03
SMP011709,9,6,Pass,None,2025-03-03
SMP011710,17,5,Pass,None,2025-03-03
SMP011711,23,5,Pass,None,2025-03-03
SMP011712,4,15,Fail,Starch,2025-03-03
SMP011713,19,1,Fail,Detergent,2025-03-03
SMP011714,11,13,Pass,None,2025-03-03
SMP011715,5,4,Fail,Synthetic Color,2025-03-03
SMP011716,11,6,Pass,None,2025-03-03
SMP011717,2,6,Pass,None,2025-03-03
SMP011718,19,5,Pass,None,2025-03-03
SMP011719,7,2,Pass,None,2025-03-03
SMP011720,8,2,Pass,None,2025-03-03
SMP011721,4,5,Pass,None,2025-03-03
SMP011722,23,14,Pass,None,2025-03-03
SMP011723,14,2,Pass,None,2025-03-03
SMP011724,16,12,Pass,None,2025-03-03
SMP011725,16,5,Pass,None,2025-03-03
SMP011726,11,15,Pass,None,2025-03-03
SMP011727,5,6,Pass,None,2025-03-04
SMP011728,21,3,Pass,None,2025-03-04
SMP011729,4,16,Pass,None,2025-03-04
SMP011730,3,3,Pass,None,2025-03-04
SMP011731,19,9,Pass,None,2025-03-04
SMP011732,5,9,Pass,None,2025-03-04
SMP011733,8,6,Pass,None,2025-03-04
SMP011734,14,16,Pass,None,2025-03-04
SMP011735,13,14,Fail,Synthetic Color,2025-03-04
SMP011736,19,14,Pass,None,2025-03-04
SMP011737,17,16,Fail,Detergent,2025-03-04
SMP011738,18,7,Pass,None,2025-03-04
SMP011739,19,2,Pass,None,2025-03-04
SMP011740,8,13,Pass,None,2025-03-04
SMP011741,9,6,Fail,Synthetic Color,2025-03-04
SMP011742,12,3,Pass,None,2025-03-04
SMP011743,8,8,Fail,Synthetic Color,2025-03-04
SMP011744,26,15,Pass,None,2025-03-04
SMP011745,22,3,Pass,None,2025-03-04
SMP011746,5,14,Pass,None,2025-03-04
SMP011747,1,6,Fail,Chalk Powder,2025-03-04
SMP011748,2,2,Fail,Starch,2025-03-04
SMP011749,7,14,Pass,None,2025-03-04
SMP011750,4,16,Fail,Starch,2025-03-04
SMP011751,16,5,Pass,None,2025-03-04
SMP011752,23,5,Pass,None,2025-03-04
SMP011753,20,6,Pass,None,2025-03-04
SMP011754,6,14,Pass,None,2025-03-05
SMP011755,10,1,Fail,Starch,2025-03-05
SMP011756,15,4,Pass,None,2025-03-05
SMP011757,22,12,Pass,None,2025-03-05
SMP011758,23,6,Fail,Urea,2025-03-05
SMP011759,24,5,Pass,None,2025-03-05
SMP011760,15,15,Fail,Chalk Powder,2025-03-05
SMP011761,19,15,Pass,None,2025-03-05
SMP011762,3,16,Pass,None,2025-03-05
SMP011763,16,4,Fail,Urea,2025-03-05
SMP011764,7,15,Fail,Urea,2025-03-05
SMP011765,12,12,Fail,Chalk Powder,2025-03-05
SMP011766,17,3,Fail,Urea,2025-03-05
SMP011767,7,10,Pass,None,2025-03-05
SMP011768,2,1,Pass,None,2025-03-05
SMP011769,1,12,Fail,Detergent,2025-03-05
SMP011770,1,12,Fail,Chalk Powder,2025-03-05
SMP011771,1,13,Pass,None,2025-03-05
SMP011772,3,3,Pass,None,2025-03-05
SMP011773,7,10,Pass,None,2025-03-05
SMP011774,6,3,Pass,None,2025-03-05
SMP011775,26,16,Pass,None,2025-03-05
SMP011776,8,11,Fail,Chalk Powder,2025-03-05
SMP011777,4,2,Fail,Starch,2025-03-05
SMP011778,16,3,Pass,None,2025-03-05
SMP011779,23,11,Pass,None,2025-03-05
SMP011780,19,7,Pass,None,2025-03-05
SMP011781,8,12,Fail,Synthetic Color,2025-03-05
SMP011782,16,4,Pass,None,2025-03-06
SMP011783,19,11,Pass,None,2025-03-06
SMP011784,20,3,Pass,None,2025-03-06
SMP011785,18,9,Fail,Formalin,2025-03-06
SMP011786,23,16,Fail,Urea,2025-03-06
SMP011787,23,10,Fail,Synthetic Color,2025-03-06
SMP011788,17,1,Pass,None,2025-03-06
SMP011789,12,16,Pass,None,2025-03-06
SMP011790,18,3,Pass,None,2025-03-06
SMP011791,22,12,Fail,Starch,2025-03-06
SMP011792,1,9,Pass,None,2025-03-06
SMP011793,26,5,Pass,None,2025-03-06
SMP011794,5,3,Fail,Detergent,2025-03-06
SMP011795,13,3,Fail,Chalk Powder,2025-03-06
SMP011796,23,14,Pass,None,2025-03-06
SMP011797,6,15,Pass,None,2025-03-06
SMP011798,14,7,Pass,None,2025-03-06
SMP011799,4,2,Pass,None,2025-03-06
SMP011800,10,15,Pass,None,2025-03-06
